filename,source_split,proposed_split,group_id,issue_types,target_classes,evidence,worker_remediated_boxes,worker_review_status,qa_overlay_path,human_qa_verdict,human_qa_notes
image479.jpg,train,train,grp_scene_0479,missing_annotation,person,Machine-detected zero Person label,"2 boxes (person:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image479_qa.jpg,PENDING_HUMAN_QA,
image482.jpg,train,train,grp_rooftop_a,missing_annotation,person,Machine-detected zero Person label,"2 boxes (person:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image482_qa.jpg,PENDING_HUMAN_QA,
image501.jpg,train,train,grp_rooftop_a,missing_annotation,person,Machine-detected zero Person label,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image501_qa.jpg,PENDING_HUMAN_QA,
image526.jpg,train,train,grp_scene_0526,missing_annotation,person,Machine-detected zero Person label,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image526_qa.jpg,PENDING_HUMAN_QA,
image539.jpg,train,train,grp_scene_0539,missing_annotation,person,Machine-detected zero Person label,"18 boxes (person:6, helmet:6, vest:6)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image539_qa.jpg,PENDING_HUMAN_QA,
image554.jpg,train,train,grp_scene_0554,missing_annotation; unboxed_object,person; person,2 workers in hi-vis rotated missing Person (6) for both workers; Background person in construction scene is unboxed,"7 boxes (person:3, helmet:2, vest:2)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image554_qa.jpg,PENDING_HUMAN_QA,
image556.jpg,train,train,grp_scene_0556,missing_annotation,person,Rotated construction scene frame missing Person (6) entirely,"20 boxes (person:10, helmet:10)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image556_qa.jpg,PENDING_HUMAN_QA,
image559.jpg,train,train,grp_scene_0559,missing_annotation,person,Rotated construction scene frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image559_qa.jpg,PENDING_HUMAN_QA,
image562.jpg,train,train,grp_scene_0562,missing_annotation,person,Rotated construction scene frame missing Person (6) entirely,"18 boxes (person:6, helmet:6, vest:6)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image562_qa.jpg,PENDING_HUMAN_QA,
image563.jpg,train,train,grp_scene_0563,missing_annotation,person,Rotated construction scene frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image563_qa.jpg,PENDING_HUMAN_QA,
image566.jpg,train,train,grp_scene_0566,missing_annotation,person,Rotated construction scene frame missing Person (6) entirely,"2 boxes (person:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image566_qa.jpg,PENDING_HUMAN_QA,
image57.jpeg,train,test,grp_scene_0057,missing_annotation,person,Machine-detected zero Person label,2 boxes (person:2),WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/test/image57_qa.jpg,PENDING_HUMAN_QA,
image579.jpg,train,train,grp_scene_0579,missing_annotation,person,Machine-detected zero Person label,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image579_qa.jpg,PENDING_HUMAN_QA,
image582.jpg,train,train,grp_scene_0582,missing_annotation,person,Machine-detected zero Person label,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image582_qa.jpg,PENDING_HUMAN_QA,
image629.jpg,train,train,grp_scene_0629,missing_annotation,person,Machine-detected zero Person label,"6 boxes (person:2, helmet:2, vest:2)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image629_qa.jpg,PENDING_HUMAN_QA,
image653.jpeg,train,train,grp_scene_0653,missing_annotation,person,Machine-detected zero Person label,"10 boxes (person:6, helmet:4)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image653_qa.jpg,PENDING_HUMAN_QA,
image720.jpeg,train,val,grp_scene_0720,missing_annotation,person,Machine-detected zero Person label,0 boxes (negative),WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image720_qa.jpg,PENDING_HUMAN_QA,
image734.jpeg,train,train,grp_scene_0734,missing_annotation,person,Machine-detected zero Person label,"2 boxes (person:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image734_qa.jpg,PENDING_HUMAN_QA,
image806.jpg,train,train,grp_fall_incident,missing_annotation,person,Fallen worker and attending colleague missing Person (6) for both workers,"5 boxes (person:2, helmet:1, vest:2)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image806_qa.jpg,PENDING_HUMAN_QA,
image807.jpeg,train,test,grp_scene_0807,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/test/image807_qa.jpg,PENDING_HUMAN_QA,
image809.jpg,train,train,grp_scene_0809,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"6 boxes (person:2, helmet:2, vest:2)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image809_qa.jpg,PENDING_HUMAN_QA,
image81.jpg,train,train,grp_scene_0081,missing_annotation,person,Machine-detected zero Person label,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image81_qa.jpg,PENDING_HUMAN_QA,
image811.jpg,train,train,grp_scene_0811,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"9 boxes (person:3, helmet:3, vest:3)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image811_qa.jpg,PENDING_HUMAN_QA,
image812.jpg,train,train,grp_scene_0812,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"9 boxes (person:3, helmet:3, vest:3)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image812_qa.jpg,PENDING_HUMAN_QA,
image813.jpg,train,train,grp_scene_0813,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image813_qa.jpg,PENDING_HUMAN_QA,
image814.jpg,train,train,grp_scene_0814,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image814_qa.jpg,PENDING_HUMAN_QA,
image815.jpg,train,train,grp_scene_0815,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image815_qa.jpg,PENDING_HUMAN_QA,
image816.jpg,train,train,grp_scene_0816,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image816_qa.jpg,PENDING_HUMAN_QA,
image817.jpg,train,test,grp_scene_0817,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/test/image817_qa.jpg,PENDING_HUMAN_QA,
image818.jpeg,train,train,grp_scene_0818,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"2 boxes (person:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image818_qa.jpg,PENDING_HUMAN_QA,
image819.jpg,train,train,grp_scene_0819,missing_annotation,person,Scaffold/ground incident sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image819_qa.jpg,PENDING_HUMAN_QA,
image82.jpg,train,train,grp_scene_0082,missing_annotation,person,Machine-detected zero Person label,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image82_qa.jpg,PENDING_HUMAN_QA,
image820.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Man trying on PPE in mirror missing Person (6) entirely; helmet and vest labeled,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image820_qa.jpg,PENDING_HUMAN_QA,
image821.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image821_qa.jpg,PENDING_HUMAN_QA,
image822.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image822_qa.jpg,PENDING_HUMAN_QA,
image823.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image823_qa.jpg,PENDING_HUMAN_QA,
image827.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image827_qa.jpg,PENDING_HUMAN_QA,
image828.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image828_qa.jpg,PENDING_HUMAN_QA,
image829.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image829_qa.jpg,PENDING_HUMAN_QA,
image83.jpg,train,train,grp_scene_0083,missing_annotation,person,Machine-detected zero Person label,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image83_qa.jpg,PENDING_HUMAN_QA,
image830.jpeg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image830_qa.jpg,PENDING_HUMAN_QA,
image831.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"15 boxes (person:8, helmet:4, vest:3)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image831_qa.jpg,PENDING_HUMAN_QA,
image832.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image832_qa.jpg,PENDING_HUMAN_QA,
image833.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image833_qa.jpg,PENDING_HUMAN_QA,
image835.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image835_qa.jpg,PENDING_HUMAN_QA,
image836.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image836_qa.jpg,PENDING_HUMAN_QA,
image837.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image837_qa.jpg,PENDING_HUMAN_QA,
image838.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image838_qa.jpg,PENDING_HUMAN_QA,
image839.jpg,train,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image839_qa.jpg,PENDING_HUMAN_QA,
image84.jpg,train,train,grp_scene_0084,missing_annotation,person,Machine-detected zero Person label,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image84_qa.jpg,PENDING_HUMAN_QA,
image840.jpeg,train,val,grp_vietnam_road,missing_annotation,person,Vietnam road sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image840_qa.jpg,PENDING_HUMAN_QA,
image841.jpg,train,val,grp_vietnam_road,missing_annotation,person,Vietnam road sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image841_qa.jpg,PENDING_HUMAN_QA,
image842.jpg,train,val,grp_vietnam_road,missing_annotation,person,Vietnam road sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image842_qa.jpg,PENDING_HUMAN_QA,
image843.jpg,train,val,grp_vietnam_road,missing_annotation,person,Vietnam road sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image843_qa.jpg,PENDING_HUMAN_QA,
image844.jpg,train,val,grp_vietnam_road,missing_annotation,person,Vietnam road sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image844_qa.jpg,PENDING_HUMAN_QA,
image845.jpg,train,val,grp_vietnam_road,missing_annotation,person,Vietnam road sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image845_qa.jpg,PENDING_HUMAN_QA,
image847.jpeg,train,val,grp_vietnam_road,missing_annotation,person,Vietnam road sequence frame missing Person (6) entirely,"6 boxes (person:2, helmet:2, vest:2)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image847_qa.jpg,PENDING_HUMAN_QA,
image848.jpg,train,val,grp_vietnam_road,missing_annotation,person,Vietnam road sequence frame missing Person (6) entirely,"6 boxes (person:2, helmet:2, vest:2)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image848_qa.jpg,PENDING_HUMAN_QA,
image849.jpg,train,val,grp_vietnam_road,missing_annotation,person,Vietnam road sequence frame missing Person (6) entirely,"10 boxes (person:5, vest:5)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image849_qa.jpg,PENDING_HUMAN_QA,
image85.jpg,train,train,grp_scene_0085,missing_annotation,person,Machine-detected zero Person label,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image85_qa.jpg,PENDING_HUMAN_QA,
image23.jpeg,val,train,grp_utility_wiring,missing_annotation,person,3 visible utility technicians on street/ladder missing Person (6) entirely; vests labeled,"8 boxes (person:3, helmet:2, vest:3)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image23_qa.jpg,PENDING_HUMAN_QA,
image808.jpg,val,val,grp_hardhat_impact_booth,missing_annotation,person,3 figures in hardhat impact booth missing Person (6) entirely; helmets and vests labeled,"9 boxes (person:3, helmet:3, vest:3)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/val/image808_qa.jpg,PENDING_HUMAN_QA,
image824.jpg,val,train,grp_lobby_tryon,missing_annotation,person,Man trying on PPE in mirror missing Person (6) entirely; cross-split leak to val,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image824_qa.jpg,PENDING_HUMAN_QA,
image826.jpg,val,train,grp_lobby_tryon,missing_annotation,person,Showroom lobby try-on sequence frame missing Person (6) entirely,"3 boxes (person:1, helmet:1, vest:1)",WORKER_VISUAL_QA_VERIFIED,data/processed/construction_ppe_corrected/qa_overlays/train/image826_qa.jpg,PENDING_HUMAN_QA,
