relative_image_path,source_split,group_id,issue_type,canonical_class,evidence,required_human_action,verification_status,severity
images/train/image823.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image827.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image828.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image829.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image830.jpeg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image831.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image832.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image833.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image835.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image836.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image837.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image838.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image839.jpg,train,grp_lobby_tryon,missing_annotation,person,"Showroom lobby try-on sequence frame missing Person (6) entirely","Add bounding box for visible person in showroom mirror (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image840.jpeg,train,grp_vietnam_road,missing_annotation,person,"Vietnam road sequence frame missing Person (6) entirely","Add bounding box for visible road worker (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image841.jpg,train,grp_vietnam_road,missing_annotation,person,"Vietnam road sequence frame missing Person (6) entirely","Add bounding box for visible road worker (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image842.jpg,train,grp_vietnam_road,missing_annotation,person,"Vietnam road sequence frame missing Person (6) entirely","Add bounding box for visible road worker (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image843.jpg,train,grp_vietnam_road,missing_annotation,person,"Vietnam road sequence frame missing Person (6) entirely","Add bounding box for visible road worker (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image844.jpg,train,grp_vietnam_road,missing_annotation,person,"Vietnam road sequence frame missing Person (6) entirely","Add bounding box for visible road worker (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image845.jpg,train,grp_vietnam_road,missing_annotation,person,"Vietnam road sequence frame missing Person (6) entirely","Add bounding box for visible road worker (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image847.jpeg,train,grp_vietnam_road,missing_annotation,person,"Vietnam road sequence frame missing Person (6) entirely","Add bounding box for visible road worker (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image848.jpg,train,grp_vietnam_road,missing_annotation,person,"Vietnam road sequence frame missing Person (6) entirely","Add bounding box for visible road worker (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image849.jpg,train,grp_vietnam_road,missing_annotation,person,"Vietnam road sequence frame missing Person (6) entirely","Add bounding box for visible road worker (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image806.jpg,train,grp_fall_incident,missing_annotation,person,"Fallen worker and attending colleague missing Person (6) for both workers","Add bounding boxes for fallen worker and attending colleague (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image807.jpeg,train,grp_scene_0807,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image809.jpg,train,grp_scene_0809,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image811.jpg,train,grp_scene_0811,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image812.jpg,train,grp_scene_0812,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image813.jpg,train,grp_scene_0813,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image814.jpg,train,grp_scene_0814,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image815.jpg,train,grp_scene_0815,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image816.jpg,train,grp_scene_0816,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image817.jpg,train,grp_scene_0817,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image818.jpeg,train,grp_scene_0818,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image819.jpg,train,grp_scene_0819,missing_annotation,person,"Scaffold/ground incident sequence frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image554.jpg,train,grp_scene_0554,missing_annotation,person,"2 workers in hi-vis rotated missing Person (6) for both workers","Add bounding boxes for both foreground workers in hi-vis (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image556.jpg,train,grp_scene_0556,missing_annotation,person,"Rotated construction scene frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image559.jpg,train,grp_scene_0559,missing_annotation,person,"Rotated construction scene frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image562.jpg,train,grp_scene_0562,missing_annotation,person,"Rotated construction scene frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image563.jpg,train,grp_scene_0563,missing_annotation,person,"Rotated construction scene frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image566.jpg,train,grp_scene_0566,missing_annotation,person,"Rotated construction scene frame missing Person (6) entirely","Add bounding box for visible worker/person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image1169.jpg,train,grp_negatives_1117_1356,missing_annotation,person,"Fashion model in knit sweater missing Person (6) entirely; annotated only with negative classes","Add bounding box for visible person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image1171.jpg,train,grp_negatives_1117_1356,missing_annotation,person,"Young man in baseball cap & t-shirt missing Person (6) entirely; negative torso labeled","Add bounding box for visible person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image1378.jpg,train,grp_negatives_1357_1386,missing_annotation,person,"Negative everyday portrait scene frame missing Person (6) entirely","Add bounding box for visible person (class 6)",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image57.jpeg,train,grp_scene_0057,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image81.jpg,train,grp_scene_0081,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image82.jpg,train,grp_scene_0082,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image83.jpg,train,grp_scene_0083,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image84.jpg,train,grp_scene_0084,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image85.jpg,train,grp_scene_0085,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image472.jpg,train,grp_scene_0472,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image475.jpg,train,grp_scene_0475,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image479.jpg,train,grp_scene_0479,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image482.jpg,train,grp_rooftop_a,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image501.jpg,train,grp_rooftop_a,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image526.jpg,train,grp_scene_0526,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image539.jpg,train,grp_scene_0539,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image579.jpg,train,grp_scene_0579,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image582.jpg,train,grp_scene_0582,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image629.jpg,train,grp_scene_0629,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image653.jpeg,train,grp_scene_0653,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image720.jpeg,train,grp_scene_0720,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image734.jpeg,train,grp_scene_0734,missing_annotation,person,"Machine-detected zero Person label","Human inspection/add Person box if visible",WORKER_VISUAL_QA_VERIFIED,critical
images/train/image3.jpeg,train,grp_scene_0003,misclassified,helmet,"Soft fabric bucket hat mislabeled as industrial helmet (class 0)","Reclassify soft bucket hat from helmet (0) to negative / remove bounding box",WORKER_VISUAL_QA_VERIFIED,high
images/train/image4.jpg,train,grp_scene_0004,unboxed_object,vest,"Worker in hi-vis vest; vest is unboxed (missing class 2)","Add bounding box for visible worn hi-vis vest (class 2)",WORKER_VISUAL_QA_VERIFIED,high
images/train/image100.jpg,train,grp_china_police_inspection,misclassified,helmet,"Police peaked service visor cap mislabeled as industrial helmet (0)","Reclassify police peaked cap from helmet (0) to negative / remove bounding box",WORKER_VISUAL_QA_VERIFIED,high
images/train/image100.jpg,train,grp_china_police_inspection,unboxed_object,vest,"Police officer wearing visible reflective safety vest; vest is unboxed","Add bounding box for visible worn reflective safety vest (class 2)",WORKER_VISUAL_QA_VERIFIED,high
images/train/image109.jpg,train,grp_scene_0109,unboxed_object,person,"Foreground workers labeled; background workers partially unboxed","Add bounding boxes for visible background engineers/workers (class 6) and worn PPE",WORKER_VISUAL_QA_VERIFIED,medium
images/test/image207.jpg,test,grp_scene_0207,duplicate_annotation,person,"Duplicate overlapping Person (6) bounding boxes on single individual traffic guard","Deduplicate overlapping Person boxes into a single accurate bounding box",WORKER_VISUAL_QA_VERIFIED,medium
images/train/image554.jpg,train,grp_scene_0554,unboxed_object,person,"Background person in construction scene is unboxed","Add bounding box for visible background person (class 6)",WORKER_VISUAL_QA_VERIFIED,medium
images/test/image805.jpg,test,grp_deck_workers,misclassified,vest,"Full-body orange work coverall/jumpsuit mislabeled as safety vest (class 2)","Remove vest (2) label from full-body coverall/jumpsuit",WORKER_VISUAL_QA_VERIFIED,high
images/train/image1008.jpeg,train,grp_cinderblock_masonry,unboxed_object,person,"Foreground worker labeled; 2 background workers with PPE completely unboxed","Add bounding boxes for 2 background workers (class 6) and their worn PPE (helmet/vest)",WORKER_VISUAL_QA_VERIFIED,high
images/test/image1205.jpg,test,grp_negatives_1117_1356,unboxed_object,person,"3 seated officials labeled person, no_helmet, none; 4th seated person is unboxed","Add bounding box for 4th seated visible person (class 6)",WORKER_VISUAL_QA_VERIFIED,medium
images/train/image1357.jpg,train,grp_negatives_1357_1386,misclassified,helmet,"Aerodynamic bicycle racing helmets mislabeled as industrial helmet (class 0)","Reclassify bicycle racing helmets from helmet (0) to negative / remove bounding box",WORKER_VISUAL_QA_VERIFIED,high
